#syscall (v6.13.0 2025-01-23),x86,x86_kver,x86_64,x86_64_kver,x32,x32_kver,arm,arm_kver,aarch64,aarch64_kver,loongarch64,loongarch64_kver,m68k,m68k_kver,mips,mips_kver,mips64,mips64_kver,mips64n32,mips64n32_kver,parisc,parisc_kver,parisc64,parisc64_kver,ppc,ppc_kver,ppc64,ppc64_kver,riscv64,riscv64_kver,s390,s390_kver,s390x,s390x_kver,sh,sh_kver
personality,136,SCMP_KV_UNDEF,135,SCMP_KV_UNDEF,135,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,92,SCMP_KV_UNDEF,92,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,92,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF,136,SCMP_KV_UNDEF
pidfd_getfd,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF,438,SCMP_KV_UNDEF
pidfd_open,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF,434,SCMP_KV_UNDEF
pidfd_send_signal,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF,424,SCMP_KV_UNDEF
pipe,42,SCMP_KV_UNDEF,22,SCMP_KV_UNDEF,22,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,21,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF,42,SCMP_KV_UNDEF
pipe2,331,SCMP_KV_UNDEF,293,SCMP_KV_UNDEF,293,SCMP_KV_UNDEF,359,SCMP_KV_UNDEF,59,SCMP_KV_UNDEF,59,SCMP_KV_UNDEF,327,SCMP_KV_UNDEF,328,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,291,SCMP_KV_UNDEF,313,SCMP_KV_UNDEF,313,SCMP_KV_UNDEF,317,SCMP_KV_UNDEF,317,SCMP_KV_UNDEF,59,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF
pivot_root,217,SCMP_KV_UNDEF,155,SCMP_KV_UNDEF,155,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF,41,SCMP_KV_UNDEF,41,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,216,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,151,SCMP_KV_UNDEF,67,SCMP_KV_UNDEF,67,SCMP_KV_UNDEF,203,SCMP_KV_UNDEF,203,SCMP_KV_UNDEF,41,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF
pkey_alloc,381,SCMP_KV_UNDEF,330,SCMP_KV_UNDEF,330,SCMP_KV_UNDEF,395,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,382,SCMP_KV_UNDEF,364,SCMP_KV_UNDEF,324,SCMP_KV_UNDEF,328,SCMP_KV_UNDEF,352,SCMP_KV_UNDEF,352,SCMP_KV_UNDEF,384,SCMP_KV_UNDEF,384,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,385,SCMP_KV_UNDEF,385,SCMP_KV_UNDEF,385,SCMP_KV_UNDEF
pkey_free,382,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,396,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,383,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,353,SCMP_KV_UNDEF,353,SCMP_KV_UNDEF,385,SCMP_KV_UNDEF,385,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,386,SCMP_KV_UNDEF,386,SCMP_KV_UNDEF,386,SCMP_KV_UNDEF
pkey_mprotect,380,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,394,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,381,SCMP_KV_UNDEF,363,SCMP_KV_UNDEF,323,SCMP_KV_UNDEF,327,SCMP_KV_UNDEF,351,SCMP_KV_UNDEF,351,SCMP_KV_UNDEF,386,SCMP_KV_UNDEF,386,SCMP_KV_UNDEF,288,SCMP_KV_UNDEF,384,SCMP_KV_UNDEF,384,SCMP_KV_UNDEF,384,SCMP_KV_UNDEF
poll,168,SCMP_KV_UNDEF,7,SCMP_KV_UNDEF,7,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,7,SCMP_KV_UNDEF,7,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF
ppoll,309,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,336,SCMP_KV_UNDEF,73,SCMP_KV_UNDEF,73,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,265,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,274,SCMP_KV_UNDEF,281,SCMP_KV_UNDEF,281,SCMP_KV_UNDEF,73,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,309,SCMP_KV_UNDEF
ppoll_time64,414,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,414,SCMP_KV_UNDEF
prctl,172,SCMP_KV_UNDEF,157,SCMP_KV_UNDEF,157,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,192,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,153,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF
pread64,180,SCMP_KV_UNDEF,17,SCMP_KV_UNDEF,17,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,67,SCMP_KV_UNDEF,67,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,179,SCMP_KV_UNDEF,179,SCMP_KV_UNDEF,67,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF
preadv,333,SCMP_KV_UNDEF,295,SCMP_KV_UNDEF,534,SCMP_KV_UNDEF,361,SCMP_KV_UNDEF,69,SCMP_KV_UNDEF,69,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,330,SCMP_KV_UNDEF,289,SCMP_KV_UNDEF,293,SCMP_KV_UNDEF,315,SCMP_KV_UNDEF,315,SCMP_KV_UNDEF,320,SCMP_KV_UNDEF,320,SCMP_KV_UNDEF,69,SCMP_KV_UNDEF,328,SCMP_KV_UNDEF,328,SCMP_KV_UNDEF,333,SCMP_KV_UNDEF
preadv2,378,SCMP_KV_UNDEF,327,SCMP_KV_UNDEF,546,SCMP_KV_UNDEF,392,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,377,SCMP_KV_UNDEF,361,SCMP_KV_UNDEF,321,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,347,SCMP_KV_UNDEF,347,SCMP_KV_UNDEF,380,SCMP_KV_UNDEF,380,SCMP_KV_UNDEF,286,SCMP_KV_UNDEF,376,SCMP_KV_UNDEF,376,SCMP_KV_UNDEF,381,SCMP_KV_UNDEF
prlimit64,340,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,369,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,339,SCMP_KV_UNDEF,338,SCMP_KV_UNDEF,297,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,321,SCMP_KV_UNDEF,321,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,325,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,334,SCMP_KV_UNDEF,334,SCMP_KV_UNDEF,339,SCMP_KV_UNDEF
process_madvise,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF,440,SCMP_KV_UNDEF
process_mrelease,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF,448,SCMP_KV_UNDEF
process_vm_readv,347,SCMP_KV_UNDEF,310,SCMP_KV_UNDEF,539,SCMP_KV_UNDEF,376,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF,304,SCMP_KV_UNDEF,309,SCMP_KV_UNDEF,330,SCMP_KV_UNDEF,330,SCMP_KV_UNDEF,351,SCMP_KV_UNDEF,351,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,340,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF
process_vm_writev,348,SCMP_KV_UNDEF,311,SCMP_KV_UNDEF,540,SCMP_KV_UNDEF,377,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,346,SCMP_KV_UNDEF,346,SCMP_KV_UNDEF,305,SCMP_KV_UNDEF,310,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,352,SCMP_KV_UNDEF,352,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,341,SCMP_KV_UNDEF,341,SCMP_KV_UNDEF,366,SCMP_KV_UNDEF
prof,44,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
profil,98,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
pselect6,308,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,270,SCMP_KV_UNDEF,335,SCMP_KV_UNDEF,72,SCMP_KV_UNDEF,72,SCMP_KV_UNDEF,301,SCMP_KV_UNDEF,301,SCMP_KV_UNDEF,260,SCMP_KV_UNDEF,264,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,273,SCMP_KV_UNDEF,280,SCMP_KV_UNDEF,280,SCMP_KV_UNDEF,72,SCMP_KV_UNDEF,301,SCMP_KV_UNDEF,301,SCMP_KV_UNDEF,308,SCMP_KV_UNDEF
pselect6_time64,413,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,413,SCMP_KV_UNDEF
ptrace,26,SCMP_KV_UNDEF,101,SCMP_KV_UNDEF,521,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,99,SCMP_KV_UNDEF,99,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,117,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF,26,SCMP_KV_UNDEF
putpmsg,189,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,209,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,189,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
pwrite64,181,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,68,SCMP_KV_UNDEF,68,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,17,SCMP_KV_UNDEF,17,SCMP_KV_UNDEF,109,SCMP_KV_UNDEF,109,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,180,SCMP_KV_UNDEF,68,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF
pwritev,334,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,535,SCMP_KV_UNDEF,362,SCMP_KV_UNDEF,70,SCMP_KV_UNDEF,70,SCMP_KV_UNDEF,330,SCMP_KV_UNDEF,331,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,316,SCMP_KV_UNDEF,316,SCMP_KV_UNDEF,321,SCMP_KV_UNDEF,321,SCMP_KV_UNDEF,70,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,329,SCMP_KV_UNDEF,334,SCMP_KV_UNDEF
pwritev2,379,SCMP_KV_UNDEF,328,SCMP_KV_UNDEF,547,SCMP_KV_UNDEF,393,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,378,SCMP_KV_UNDEF,362,SCMP_KV_UNDEF,322,SCMP_KV_UNDEF,326,SCMP_KV_UNDEF,348,SCMP_KV_UNDEF,348,SCMP_KV_UNDEF,381,SCMP_KV_UNDEF,381,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,377,SCMP_KV_UNDEF,377,SCMP_KV_UNDEF,382,SCMP_KV_UNDEF
query_module,167,SCMP_KV_UNDEF,178,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,166,SCMP_KV_UNDEF,166,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,167,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
quotactl,131,SCMP_KV_UNDEF,179,SCMP_KV_UNDEF,179,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,60,SCMP_KV_UNDEF,60,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,60,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF,131,SCMP_KV_UNDEF
quotactl_fd,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF,443,SCMP_KV_UNDEF
read,3,SCMP_KV_UNDEF,0,SCMP_KV_UNDEF,0,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,63,SCMP_KV_UNDEF,63,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,0,SCMP_KV_UNDEF,0,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,63,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF,3,SCMP_KV_UNDEF
readahead,225,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,225,SCMP_KV_UNDEF,213,SCMP_KV_UNDEF,213,SCMP_KV_UNDEF,240,SCMP_KV_UNDEF,223,SCMP_KV_UNDEF,179,SCMP_KV_UNDEF,179,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,213,SCMP_KV_UNDEF,222,SCMP_KV_UNDEF,222,SCMP_KV_UNDEF,225,SCMP_KV_UNDEF
readdir,89,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF
readlink,85,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,89,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,87,SCMP_KV_UNDEF,87,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF,85,SCMP_KV_UNDEF
readlinkat,305,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,257,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,285,SCMP_KV_UNDEF,285,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,305,SCMP_KV_UNDEF
readv,145,SCMP_KV_UNDEF,19,SCMP_KV_UNDEF,515,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,18,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF,145,SCMP_KV_UNDEF
reboot,88,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,169,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,164,SCMP_KV_UNDEF,164,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,142,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF,88,SCMP_KV_UNDEF
recv,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,291,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,336,SCMP_KV_UNDEF,336,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,350,SCMP_KV_UNDEF
recvfrom,371,SCMP_KV_UNDEF,45,SCMP_KV_UNDEF,517,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,368,SCMP_KV_UNDEF,176,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,123,SCMP_KV_UNDEF,123,SCMP_KV_UNDEF,337,SCMP_KV_UNDEF,337,SCMP_KV_UNDEF,207,SCMP_KV_UNDEF,371,SCMP_KV_UNDEF,371,SCMP_KV_UNDEF,351,SCMP_KV_UNDEF
recvmmsg,337,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF,537,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,371,SCMP_KV_UNDEF,335,SCMP_KV_UNDEF,294,SCMP_KV_UNDEF,298,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,319,SCMP_KV_UNDEF,343,SCMP_KV_UNDEF,343,SCMP_KV_UNDEF,243,SCMP_KV_UNDEF,357,SCMP_KV_UNDEF,357,SCMP_KV_UNDEF,357,SCMP_KV_UNDEF
recvmmsg_time64,417,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,417,SCMP_KV_UNDEF
recvmsg,372,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,519,SCMP_KV_UNDEF,297,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,369,SCMP_KV_UNDEF,177,SCMP_KV_UNDEF,46,SCMP_KV_UNDEF,46,SCMP_KV_UNDEF,184,SCMP_KV_UNDEF,184,SCMP_KV_UNDEF,342,SCMP_KV_UNDEF,342,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,372,SCMP_KV_UNDEF,372,SCMP_KV_UNDEF,356,SCMP_KV_UNDEF
