#syscall (v6.13.0 2025-01-23),x86,x86_kver,x86_64,x86_64_kver,x32,x32_kver,arm,arm_kver,aarch64,aarch64_kver,loongarch64,loongarch64_kver,m68k,m68k_kver,mips,mips_kver,mips64,mips64_kver,mips64n32,mips64n32_kver,parisc,parisc_kver,parisc64,parisc64_kver,ppc,ppc_kver,ppc64,ppc64_kver,riscv64,riscv64_kver,s390,s390_kver,s390x,s390x_kver,sh,sh_kver
fork,2,SCMP_KV_UNDEF,57,SCMP_KV_UNDEF,57,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,56,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF,2,SCMP_KV_UNDEF
fremovexattr,237,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,199,SCMP_KV_UNDEF,237,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,234,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,191,SCMP_KV_UNDEF,249,SCMP_KV_UNDEF,249,SCMP_KV_UNDEF,220,SCMP_KV_UNDEF,220,SCMP_KV_UNDEF,16,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,237,SCMP_KV_UNDEF
fsconfig,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF,431,SCMP_KV_UNDEF
fsetxattr,228,SCMP_KV_UNDEF,190,SCMP_KV_UNDEF,190,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,7,SCMP_KV_UNDEF,7,SCMP_KV_UNDEF,225,SCMP_KV_UNDEF,226,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,240,SCMP_KV_UNDEF,240,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF,211,SCMP_KV_UNDEF,7,SCMP_KV_UNDEF,226,SCMP_KV_UNDEF,226,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF
fsmount,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF,432,SCMP_KV_UNDEF
fsopen,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF,430,SCMP_KV_UNDEF
fspick,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF,433,SCMP_KV_UNDEF
fstat,108,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,5,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,28,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF
fstat64,197,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,197,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,197,SCMP_KV_UNDEF,215,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,112,SCMP_KV_UNDEF,112,SCMP_KV_UNDEF,197,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,197,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,197,SCMP_KV_UNDEF
fstatat64,300,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,327,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,293,SCMP_KV_UNDEF,293,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,280,SCMP_KV_UNDEF,280,SCMP_KV_UNDEF,291,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,293,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,300,SCMP_KV_UNDEF
fstatfs,100,SCMP_KV_UNDEF,138,SCMP_KV_UNDEF,138,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,135,SCMP_KV_UNDEF,135,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,44,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF,100,SCMP_KV_UNDEF
fstatfs64,269,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,267,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,264,SCMP_KV_UNDEF,256,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,218,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF,253,SCMP_KV_UNDEF,253,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,266,SCMP_KV_UNDEF,266,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF
fsync,118,SCMP_KV_UNDEF,74,SCMP_KV_UNDEF,74,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,82,SCMP_KV_UNDEF,82,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,72,SCMP_KV_UNDEF,72,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,82,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF,118,SCMP_KV_UNDEF
ftime,35,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,35,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,35,SCMP_KV_UNDEF,35,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
ftruncate,93,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,46,SCMP_KV_UNDEF,46,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,75,SCMP_KV_UNDEF,75,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,46,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF,93,SCMP_KV_UNDEF
ftruncate64,194,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,212,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF
futex,240,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,240,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,235,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,194,SCMP_KV_UNDEF,210,SCMP_KV_UNDEF,210,SCMP_KV_UNDEF,221,SCMP_KV_UNDEF,221,SCMP_KV_UNDEF,98,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,238,SCMP_KV_UNDEF,240,SCMP_KV_UNDEF
futex_requeue,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF,456,SCMP_KV_UNDEF
futex_time64,422,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,422,SCMP_KV_UNDEF
futex_wait,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF,455,SCMP_KV_UNDEF
futex_waitv,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF,449,SCMP_KV_UNDEF
futex_wake,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF,454,SCMP_KV_UNDEF
futimesat,299,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,326,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,251,SCMP_KV_UNDEF,255,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF,279,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,290,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,292,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF
getcpu,318,SCMP_KV_UNDEF,309,SCMP_KV_UNDEF,309,SCMP_KV_UNDEF,345,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,314,SCMP_KV_UNDEF,312,SCMP_KV_UNDEF,271,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,296,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,302,SCMP_KV_UNDEF,168,SCMP_KV_UNDEF,311,SCMP_KV_UNDEF,311,SCMP_KV_UNDEF,318,SCMP_KV_UNDEF
getcwd,183,SCMP_KV_UNDEF,79,SCMP_KV_UNDEF,79,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,17,SCMP_KV_UNDEF,17,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,203,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,77,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,182,SCMP_KV_UNDEF,17,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF,183,SCMP_KV_UNDEF
getdents,141,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,78,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,76,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF,141,SCMP_KV_UNDEF
getdents64,220,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,217,SCMP_KV_UNDEF,61,SCMP_KV_UNDEF,61,SCMP_KV_UNDEF,220,SCMP_KV_UNDEF,219,SCMP_KV_UNDEF,308,SCMP_KV_UNDEF,299,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,61,SCMP_KV_UNDEF,220,SCMP_KV_UNDEF,220,SCMP_KV_UNDEF,220,SCMP_KV_UNDEF
getegid,50,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,177,SCMP_KV_UNDEF,177,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,106,SCMP_KV_UNDEF,106,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,177,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,50,SCMP_KV_UNDEF
getegid32,202,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,202,SCMP_KV_UNDEF
geteuid,49,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,107,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,175,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,49,SCMP_KV_UNDEF
geteuid32,201,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,201,SCMP_KV_UNDEF
getgid,47,SCMP_KV_UNDEF,104,SCMP_KV_UNDEF,104,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,176,SCMP_KV_UNDEF,176,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,102,SCMP_KV_UNDEF,102,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,176,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,47,SCMP_KV_UNDEF
getgid32,200,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,200,SCMP_KV_UNDEF
getgroups,80,SCMP_KV_UNDEF,115,SCMP_KV_UNDEF,115,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,158,SCMP_KV_UNDEF,158,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,113,SCMP_KV_UNDEF,113,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,158,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,80,SCMP_KV_UNDEF
getgroups32,205,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF
getitimer,105,SCMP_KV_UNDEF,36,SCMP_KV_UNDEF,36,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,102,SCMP_KV_UNDEF,102,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,35,SCMP_KV_UNDEF,35,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,102,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF,105,SCMP_KV_UNDEF
get_kernel_syms,130,SCMP_KV_UNDEF,177,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,130,SCMP_KV_UNDEF,130,SCMP_KV_UNDEF,170,SCMP_KV_UNDEF,170,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,130,SCMP_KV_UNDEF,130,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,130,SCMP_KV_UNDEF,130,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
get_mempolicy,275,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,239,SCMP_KV_UNDEF,320,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF,228,SCMP_KV_UNDEF,232,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,261,SCMP_KV_UNDEF,260,SCMP_KV_UNDEF,260,SCMP_KV_UNDEF,236,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF,269,SCMP_KV_UNDEF,275,SCMP_KV_UNDEF
getpagesize,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,166,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
getpeername,368,SCMP_KV_UNDEF,52,SCMP_KV_UNDEF,52,SCMP_KV_UNDEF,287,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,365,SCMP_KV_UNDEF,171,SCMP_KV_UNDEF,51,SCMP_KV_UNDEF,51,SCMP_KV_UNDEF,53,SCMP_KV_UNDEF,53,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF,332,SCMP_KV_UNDEF,205,SCMP_KV_UNDEF,368,SCMP_KV_UNDEF,368,SCMP_KV_UNDEF,346,SCMP_KV_UNDEF
getpgid,132,SCMP_KV_UNDEF,121,SCMP_KV_UNDEF,121,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,155,SCMP_KV_UNDEF,155,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,119,SCMP_KV_UNDEF,119,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,155,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF,132,SCMP_KV_UNDEF
getpgrp,65,SCMP_KV_UNDEF,111,SCMP_KV_UNDEF,111,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,109,SCMP_KV_UNDEF,109,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF,65,SCMP_KV_UNDEF
getpid,20,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,39,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,38,SCMP_KV_UNDEF,38,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,172,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF,20,SCMP_KV_UNDEF
getpmsg,188,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,181,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,208,SCMP_KV_UNDEF,174,SCMP_KV_UNDEF,174,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,187,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,188,SCMP_KV_UNDEF,PNR,SCMP_KV_UNDEF
getppid,64,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,110,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,108,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,173,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF,64,SCMP_KV_UNDEF
